0,Road,Discription,LRP,Offset,Chainage,LRP2,Offset2,Chainage2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),Simple Road
N1-58,N1-58,Janatabazar (Int.with Z1127) - Chokoria R172,LRP336,764,332.066,LRP336,1575,332.877,0.811,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,N1
N1-59,N1-59,Chokoria R172 - Faishakhali Z1005,LRP336,1575,332.877,LRP341,852,337.31,4.433,39.0,1009.0,549.0,784.0,238.0,1018.0,165.0,318.0,2511.0,1443.0,428.0,4183.0,0.0,8074.0,4611.0,12685.0,12685.0,N1
N1-60,N1-60,Faishakhali Z1005- Dulahazra Z1130,LRP341,852,337.31,LRP348,96,343.559,6.249,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1
N1-61,N1-61,Dulahazra Z1130-Khutakhali Z1131,LRP348,96,343.559,LRP354,509,350.054,6.495,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1
N1-62,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001),LRP354,509,350.054,LRP376,57,370.982,20.928,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1
N1-63,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109,LRP376,57,370.982,LRP378,593,373.475,2.493,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1
N1-64,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110,LRP378,593,373.475,LRP386,724,381.481,8.006,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1
N1-65,N1-65,Coxsbazar Link Road N110-Maricha Z1009,LRP386,724,381.481,LRP403,217,398.205,16.724,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1
N1-66,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503,LRP403,217,398.205,LRP413,300,408.434,10.229,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1
N1-67,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504,LRP413,300,408.434,LRP420,900,416.044,7.610,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1
N1-68,N1-68,GundumGundum Z1504 - Whykong Z1133,LRP420,900,416.044,LRP433,521,428.908,12.864,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1
N1-69,N1-69,Whykong Z1133 - Teknaf,LRP433,521,428.908,LRP467,130,462.254,33.346,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1
N101-1,N101-1,Comilla (Balutopa)- Bibirbazar Land Port,LRPS,0,0,LRPE,0,6.021,6.021,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,N101
N102-1,N102-1,Mainamati-Kangsanagar (Intersection with Z1219),LRPS,0,0,LRP009,1110,10.206,10.206,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,N102
N102-2,N102-2,Kangsanagar (Int with Z1219)-Debidduar (Int with Z1008),LRP009,1110,10.206,LRP018,2570,20.658,10.452,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,N102
N102-3,N102-3,Debiduar (Int with Z1008)- Companiganj (Int with Z1205),LRP018,2570,20.658,LRP024,1242,25.473,4.815,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,N102
N102-4,N102-4,Companiganj (Int with Z1205) - Mirpur (Int with Z1041),LRP024,1242,25.473,LRP038,408,38.866,13.393,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,N102
N102-5,N102-5,Mirpur (Int with Z1041)- Kuti (Int with Z1201),LRP038,408,38.866,LRP042,1928,44.427,5.561,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,N102
N102-6,N102-6,Kuti (Int with Z1201)- Dharkhar (Int with Z1202),LRP042,1928,44.427,LRP055,1143,56.883,12.456,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,N102
N102-7,N102-7,Dharkhar (Int with Z1202)-Sultanpur (Int with Z1216),LRP055,1143,56.883,LRP062,169,63.061,6.178,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,N102
N102-8,N102-8,Sultanpur (Int with Z1216)-Kuatali(Int. with N103),LRP062,169,63.061,LRP070,419,71.456,8.395,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,N102
N102-9,N102-9,Kuatali(Int. with N103)-Gathuria(Int. with N103),LRP070,419,71.456,LRP070,6234,77.271,5.815,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,N102
N102-10,N102-10,"Gathuria(Int. with N103)-Sarail(Kathihat, int. with N2)",LRP070,6234,77.271,LRPE,0,83.382,6.111,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,N102
N103-1,N103-1,Kuatali-Ghaturia,LRPS,0,0,LRPE,0,4.779,4.779,0.0,110.0,144.0,0.0,0.0,228.0,57.0,138.0,11797.0,1413.0,718.0,12094.0,0.0,13887.0,12812.0,26699.0,26699.0,N103
N104-1,N104-1,Feni (Trank Road)-Feni (Mohipal Chourasta) Int. with N1,LRPS,0,0,LRPS,1878,1.878,1.878,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0,N104
N104-2,N104-2,Feni (Int. with N1)-Feni (Temohoni)Int.with Z1444,LRPS,1878,1.878,LRP004,270,4.35,2.472,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0,N104
N104-3,N104-3,Feni (Temohoni)Int.with Z1444-Selonia (Int.with Z1443),LRP004,270,4.35,LRP008,485,8.315,3.965,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0,N104
N104-4,N104-4,Selonia(Int.with Z1443)-Daganbhuiyan (Int.with Z1441),LRP008,485,8.315,LRP014,994,14.809,6.494,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0,N104
N104-5,N104-5,Daganbhuiyan (Int.with Z1441)-Tulatali (Int.with Z1030),LRP014,994,14.809,LRP017,230,17.13,2.321,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0,N104
N104-6,N104-6,Tulatali (Int.with Z1030)- Kallandi (Int.with Z1421),LRP017,230,17.13,LRP023,923,23.823,6.693,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0,N104
N104-7,N104-7,Kallandi (Int.with Z1421)-  Chowmohoni (Int.with Z1420),LRP023,923,23.823,LRP032,2120,34.12,10.297,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0,N104
N104-8,N104-8,Chowmohoni (Int.with Z1420)-Chowmohoni (Int.with R142 & R140),LRP032,2120,34.12,LRP032,4033,36.033,1.913,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0,N104
N104-9,N104-9,Chowmohoni (Int.with R142 & R140)-Maijdee Bazar(Int.with R143),LRP032,4033,36.033,LRP042,1230,43.03,6.997,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0,N104
N104-10,N104-10,Maijdee Bazar(Int.with R143)-Maijdee(Int.with Z1429),LRP042,1230,43.03,LRP044,1380,45.2,2.170,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0,N104
N104-11,N104-11,Maijdee(Int.with Z1429)-Sonapur,LRP044,1380,45.2,LRPE,0,49.63,4.430,19.0,675.0,496.0,502.0,496.0,479.0,132.0,393.0,3681.0,1025.0,446.0,542.0,0.0,7898.0,988.0,8886.0,8886.0,N104
N105-1,N105-1,"Madanpur (13th km of N1)-Nayapur, Bostail (Int.with R114)",LRPS,0,0,LRP006,181,6.309,6.309,338.0,3887.0,774.0,98.0,131.0,793.0,294.0,619.0,5625.0,552.0,145.0,1648.0,0.0,13111.0,1793.0,14904.0,14904.0,N105
N105-2,N105-2,"Nayapur, Bostail(Int.with R114)-Bhulta (Int.with N2)",LRP006,181,6.309,LRP012,546,12.803,6.494,245.0,3444.0,1481.0,20.0,0.0,1159.0,102.0,954.0,2332.0,659.0,180.0,1011.0,0.0,10396.0,1191.0,11587.0,11587.0,N105
N105-3,N105-3,Bhulta (Int.with N2)-Purbachal Road,LRP012,546,12.803,LRP020d,0,21.221,8.418,223.0,4762.0,1090.0,60.0,19.0,944.0,101.0,1275.0,2563.0,484.0,64.0,249.0,0.0,11521.0,313.0,11834.0,11834.0,N105
N105-4,N105-4,Purbachal Road- Ulukhola (Int.with Z3010),LRP020d,0,21.221,LRP028,895,28.61,7.389,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,N105
N105-5,N105-5,Ulukhola (Int.with Z3010)-Mirer Bazar (Int.with R301),LRP028,895,28.61,LRP035,1289,36.158,7.548,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,N105
N105-6,N105-6,Mirer Bazar (Int.with R301)-Vogra Bypass(Int.with N3),LRP035,1289,36.158,LRP045,1118,45.998,9.840,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,N105
N105-7,N105-7,Vogra Bypass(Int.with N3)-End of Road (Int.with N4),LRP045,1118,45.998,LRPE,0,48.881,2.883,328.0,3092.0,1796.0,351.0,309.0,1381.0,181.0,1240.0,1243.0,452.0,149.0,1353.0,0.0,10373.0,1502.0,11875.0,11875.0,N105
N106-1,N106-1,Chittagong (Oxygen More)-Hathazari (Int. with R160),LRPS,0,0,LRP010,2084,12.192,12.192,12.0,2672.0,709.0,757.0,741.0,750.0,289.0,1063.0,8817.0,1355.0,234.0,393.0,0.0,17165.0,627.0,17792.0,17792.0,N106
N106-2,N106-2,Hathazari (Int. with R160)-Gohira(Int.with Z1619),LRP010,2084,12.192,LRP018,1533,19.321,7.129,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106
N106-3,N106-3,Gohira(Int.with Z1619)-Munshihat (Int.with Z1629),LRP018,1533,19.321,LRP024,828,24.297,4.976,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106
N106-4,N106-4,Munshihat (Int.with Z1629)-Raozan (Int.with Z1012),LRP024,828,24.297,LRP025,820,25.278,0.981,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106
N106-5,N106-5,Raozan (Int.with Z1012)-Ranirhat (Int.with Z1613),LRP025,820,25.278,LRP039,690,37.25,11.972,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106
N106-6,N106-6,Ranirhat (Int.with Z1613)-Gabtoli (Int.with Z1617),LRP039,690,37.25,LRP044,296,41.825,4.575,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106
N106-7,N106-7,Gabtoli (Int.with Z1617)-Ghagra (Int. with R161),LRP044,296,41.825,LRP051,147,48.879,7.054,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106
N106-8,N106-8,Ghagra (Int. with R161)-Manikchhari(Int. with R162),LRP051,147,48.879,LRP059,566,57.303,8.424,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0,N106
N106-9,N106-9,Manikchhari(Int. with R162)-Rangamati,LRP059,566,57.303,LRPE,0,66.85,9.547,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0,N106
N107-1,N107-1,Kalurghat-Int.with Z1065,LRPS,0,0,LRP002,939,2.957,2.957,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,N107
N107-2,N107-2,Int.with Z1065-Shakpura (Int.with Z1802),LRP002,939,2.957,LRP002,3247,5.265,2.308,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,N107
N107-3,N107-3,Shakpura(Int.with Z1802)-Maneswartek,LRP002,3247,5.265,LRP002,8524,10.542,5.277,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,N107
N108-1,N108-1,Keranirhat (int.with N1)-Bandarban,LRPS,0,0,LRPE,0,22.541,22.541,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,N108
N109-1,N109-1,Ramu Hospital-Int.with Z1009,LRPS,0,0,LRP001,640,1.585,1.585,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,N109
N109-2,N109-2,Int. with Z1009-Khalekuzzaman chattar,LRP001,640,1.585,LRP001,1565,2.51,0.925,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,N109
N110-1,N110-1,Link Road (Cox Bazar)-Int with R180,LRPS,0,0,LRPS,1890,1.89,1.890,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N110
N110-2,N110-2,Int. with R180-Laboni More,LRPS,1890,1.89,LRP008,640,8.2,6.310,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N110
N111-1,N111-1,Kalusha Majar- Chittagong Port,LRPS,0,0,LRP010,2620,12.66,12.660,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N111
N112-1,N112-1,Panchgachia (int.with N104) - Int.with N1,LRPS,0,0,LRPS,1220,1.22,1.220,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N112
N112-2,N112-2,Int.with N1-Dewangonj (int.with Z1031),LRPS,1220,1.22,LRPE,0,2.72,1.500,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N112
N119-1,N119-1,Int with N1-Int with N1,LRPS,0,0,LRPS,2850,2.85,2.850,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,N119
N120-1,N120-1,Alekhar Char(int.with N1)-Chapapur(int.with Z1052),LRPS,0,0,LRPS,9340,9.34,9.340,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N120
N120-2,N120-2,Chapapur(int.with Z1052)- Suagazi(int.with N1),LRPS,9340,9.34,LRPS,17790,17.79,8.450,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N120
N120-3,N120-3,Suagazi (int.with N1)-Lalbag More (int.with N1),LRPS,17790,17.79,LRPE,0,20.94,3.150,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N120
N123-1,N123-1,Bariyerhat-Joraganj (Int.with Z1084),LRPS,0,0,LRP004,1320,4.65,4.650,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",N123
N123-2,N123-2,Joraganj (Int.with Z1084)-Int.with N1,LRP004,1320,4.65,LRPE,0,8.06,3.410,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",N123
N124-1,N124-1,Int.with N1- Mithachara (Int.with N1),LRPS,0,0,LRPE,0,0.857,0.857,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",N124
N125-1,N125-1,Int with N1-Baratakia (Int with N1),LRPS,0,0,LRPE,0,1.14,1.140,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",N125
N126-1,N126-1,Int with N1-Komoldoho (Int with N1),LRPS,0,0,LRPE,0,1.345,1.345,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",N126
N127-1,N127-1,Choto Darogarghat -Int. with N1,LRPS,0,0,LRPE,0,0.305,0.305,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",N127
N128-1,N128-1,Int with N1-Sitakunda,LRPS,0,0,LRPE,0,1.297,1.297,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",N128
N129-1,N129-1,Int with N1-Kumira (Int with N1),LRPS,0,0,LRPE,0,2.79,2.790,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",N129
N2-1,N2-1,Katchpur-Tarabo (Int with R201),LRPS,0,0,LRP002,1147,2.313,2.313,239.0,4475.0,1996.0,3707.0,794.0,3417.0,446.0,3024.0,4643.0,567.0,409.0,942.0,0.0,23308.0,1351.0,24659.0,24659.0,N2
N2-2,N2-2,Tarabo(Int with R 201)-Barpa(Int. with Z1090 LGED Road),LRP002,1147,2.313,LRP006,900,6.076,3.763,227.0,4684.0,1904.0,1466.0,1026.0,1513.0,637.0,1458.0,3517.0,813.0,190.0,522.0,0.0,17245.0,712.0,17957.0,17957.0,N2
N2-3,N2-3,Barpa(Int. with Z1090 LGED Road)-Bhulta (Int.with R202),LRP006,900,6.076,LRP011,915,11.111,5.035,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0,N2
N2-4,N2-4,Bhulta (Int.with R202)-Bhulta (Int.with R203),LRP011,915,11.111,LRP011,1781,11.977,0.866,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0,N2
N2-5,N2-5,Bhulta (Int.with R203)-Panchdona (Int.with R301),LRP011,1781,11.977,LRP030,999,30.225,18.248,244.0,1432.0,1041.0,961.0,1220.0,1068.0,152.0,1098.0,3128.0,899.0,218.0,1142.0,0.0,11243.0,1360.0,12603.0,12603.0,N2
N2-6,N2-6,Panchdona-Shahepratap(Int.with R210),LRP030,999,30.225,LRP033,1280,33.536,3.311,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0,N2
N2-7,N2-7,Shahepratap(Int.with R210)-Itakhola(Int.with R211),LRP033,1280,33.536,LRP042,1831,43.097,9.561,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0,N2
N2-8,N2-8,Itakhola-Morgal (Int.with Z2042),LRP042,1831,43.097,LRP055,280,54.606,11.509,201.0,2039.0,974.0,1779.0,222.0,1030.0,242.0,859.0,2158.0,387.0,52.0,64.0,0.0,9891.0,116.0,10007.0,10007.0,N2
N2-9,N2-9,Morgal (Int.with Z2042)-Narayanpur (Int.with Z2032),LRP055,280,54.606,LRP064,621,63.969,9.363,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2
N2-10,N2-10,Narayanpur (Int.with Z2032)-Bhairab (Int.with R360),LRP064,621,63.969,LRP069,2478,70.576,6.607,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2
N2-11,N2-11,Bhairab (Int.with R360)-Ashuganj (Int.with Z2031),LRP069,2478,70.576,LRP069,5435,73.533,2.957,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,N2
N2-12,N2-12,"Ashuganj (Int.with Z2031)-Kathirhat, Sarail (Int.with N102)",LRP069,5435,73.533,LRP086,710,85.823,12.290,329.0,1465.0,1081.0,1000.0,217.0,598.0,118.0,534.0,3351.0,690.0,389.0,843.0,0.0,9383.0,1232.0,10615.0,10615.0,N2
N2-13,N2-13,"Kathirhat, Sarail (Int.with N102)-Sarail (Int.with R220)",LRP086,710,85.823,LRP086,1300,86.413,0.590,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0,N2
N2-14,N2-14,Sarail (Int.with R220)-Jagadishpur(Int.with N204),LRP086,1300,86.413,LRP117,378,116.294,29.881,205.0,2203.0,596.0,1632.0,294.0,1402.0,162.0,398.0,3816.0,331.0,164.0,443.0,0.0,11039.0,607.0,11646.0,11646.0,N2
N2-15,N2-15,Jagadishpur(Int.with N204)-Shaistaganj (Int.with N204),LRP117,378,116.294,LRP142,278,141.309,25.015,270.0,1818.0,958.0,1045.0,179.0,1178.0,196.0,764.0,1170.0,493.0,53.0,79.0,0.0,8071.0,132.0,8203.0,8203.0,N2
N2-16,N2-16,Shaistaganj (Int.with N204)-Mirpur (Int.with N207),LRP142,278,141.309,LRP146,920,145.961,4.652,206.0,4176.0,708.0,1765.0,178.0,1494.0,298.0,1159.0,1975.0,721.0,170.0,415.0,0.0,12680.0,585.0,13265.0,13265.0,N2
N2-17,N2-17,Mirpur (Int.with N207)-Auskandi (Int.with R240),LRP146,920,145.961,LRP182,527,181.657,35.696,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,N2
N2-18,N2-18,Auskandi (Int.with R240)-Auskandi (Int.with R241),LRP182,527,181.657,LRP186,600,185.77,4.113,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,N2
N2-19,N2-19,Auskandi (Int.with R241)-Sherpur (Int.with N207),LRP186,600,185.77,LRP191,672,190.892,5.122,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,N2
N2-20,N2-20,Sherpur (Int.with N207)-Tajpur(Int.with Z2022),LRP191,672,190.892,LRP205,750,205.083,14.191,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,N2
N2-21,N2-21,Tajpur(Int.with Z2022)-Rashidpur(Int.with Z2016),LRP205,750,205.083,LRP216,414,215.832,10.749,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,N2
N2-22,N2-22,Rashidpur(Int.with Z2016)-Int.with R283,LRP216,414,215.832,LRP224,571,224.044,8.212,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,N2
N2-23,N2-23,Int.with R283-Chandipole (Int.with Z2013),LRP224,571,224.044,LRP225,900,225.373,1.329,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2
N2-24,N2-24,Chandipole (Int.with Z2013)-Mominkhola (Int.with N208),LRP225,900,225.373,LRP226,2264,227.757,2.384,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2
N2-25,N2-25,Mominkhola (Int.with N208)-Nayarpool(Int.with N206),LRP226,2264,227.757,LRP229,2095,229.888,2.131,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2
N2-26,N2-26,Nayarpool(Int.with N206)-Int. with N210,LRP229,2095,229.888,LRP238,1040,237.923,8.035,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,N2
